Date,Count,Hour,Temp,Hum,Wind,Visb,Dew,Solar,Rain,Snow,Season,Holiday,Fday,Year,Month,Day,DayOfWeek,WeekStatus,DayName,Season_encoded,Holiday_encoded,Fday_encoded,WeekStatus_encoded,time_idx,group
2017-12-04,311.0,10,-1.1,40.0,4.5,2000.0,-13.0,0.64,0.0,0.0,Winter,Workday,Func,2017,12,4,0,Weekday,Monday,Winter,Workday,Func,Weekday,82,0
2017-12-04,379.0,11,-0.5,41.0,4.1,1799.0,-12.1,0.94,0.0,0.0,Winter,Workday,Func,2017,12,4,0,Weekday,Monday,Winter,Workday,Func,Weekday,83,0
2017-12-04,393.0,12,-0.3,38.0,4.8,1823.0,-12.9,1.11,0.0,0.0,Winter,Workday,Func,2017,12,4,0,Weekday,Monday,Winter,Workday,Func,Weekday,84,0
2017-12-04,391.0,13,0.0,30.0,5.4,1938.0,-15.5,1.17,0.0,0.0,Winter,Workday,Func,2017,12,4,0,Weekday,Monday,Winter,Workday,Func,Weekday,85,0
2017-12-04,338.0,14,0.1,27.0,4.5,2000.0,-16.7,1.09,0.0,0.0,Winter,Workday,Func,2017,12,4,0,Weekday,Monday,Winter,Workday,Func,Weekday,86,0
2017-12-04,341.0,15,-0.1,25.0,5.8,2000.0,-17.8,0.88,0.0,0.0,Winter,Workday,Func,2017,12,4,0,Weekday,Monday,Winter,Workday,Func,Weekday,87,0
2017-12-04,375.0,16,-0.2,23.0,4.7,2000.0,-18.8,0.55,0.0,0.0,Winter,Workday,Func,2017,12,4,0,Weekday,Monday,Winter,Workday,Func,Weekday,88,0
2017-12-04,515.0,17,-1.3,26.0,5.3,2000.0,-18.3,0.18,0.0,0.0,Winter,Workday,Func,2017,12,4,0,Weekday,Monday,Winter,Workday,Func,Weekday,89,0
2017-12-04,807.0,18,-2.1,29.0,3.9,2000.0,-17.7,0.0,0.0,0.0,Winter,Workday,Func,2017,12,4,0,Weekday,Monday,Winter,Workday,Func,Weekday,90,0
2017-12-04,568.0,19,-2.9,32.0,3.2,2000.0,-17.3,0.0,0.0,0.0,Winter,Workday,Func,2017,12,4,0,Weekday,Monday,Winter,Workday,Func,Weekday,91,0
2017-12-04,398.0,20,-3.6,38.0,3.0,2000.0,-15.8,0.0,0.0,0.0,Winter,Workday,Func,2017,12,4,0,Weekday,Monday,Winter,Workday,Func,Weekday,92,0
2017-12-04,397.0,21,-4.6,43.0,4.5,2000.0,-15.3,0.0,0.0,0.0,Winter,Workday,Func,2017,12,4,0,Weekday,Monday,Winter,Workday,Func,Weekday,93,0
2017-12-04,353.0,22,-5.3,45.0,2.5,2000.0,-15.3,0.0,0.0,0.0,Winter,Workday,Func,2017,12,4,0,Weekday,Monday,Winter,Workday,Func,Weekday,94,0
2017-12-04,248.0,23,-5.8,44.0,2.4,2000.0,-16.1,0.0,0.0,0.0,Winter,Workday,Func,2017,12,4,0,Weekday,Monday,Winter,Workday,Func,Weekday,95,0
2017-12-05,216.0,0,-6.1,42.0,2.6,2000.0,-16.9,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,96,0
2017-12-05,198.0,1,-6.5,41.0,2.8,2000.0,-17.6,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,97,0
2017-12-05,124.0,2,-6.8,41.0,2.5,2000.0,-17.8,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,98,0
2017-12-05,62.0,3,-6.9,39.0,2.0,2000.0,-18.5,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,99,0
2017-12-05,42.0,4,-7.2,34.0,3.0,2000.0,-20.4,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,100,0
2017-12-05,82.0,5,-7.4,33.0,2.6,2000.0,-20.9,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,101,0
2017-12-05,172.0,6,-7.4,34.0,3.2,2000.0,-20.6,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,102,0
2017-12-05,381.0,7,-7.5,33.0,2.2,2000.0,-21.0,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,103,0
2017-12-05,812.0,8,-8.1,36.0,1.6,2000.0,-20.5,0.01,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,104,0
2017-12-05,462.0,9,-7.6,31.0,1.3,1974.0,-21.8,0.21,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,105,0
2017-12-05,269.0,10,-5.5,26.0,2.8,1967.0,-22.0,0.64,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,106,0
2017-12-05,334.0,11,-3.9,25.0,0.0,1959.0,-21.0,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,107,0
2017-12-05,321.0,12,-2.3,25.0,0.0,1962.0,-19.7,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,108,0
2017-12-05,325.0,13,-1.6,27.0,0.0,1955.0,-18.2,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,109,0
2017-12-05,334.0,14,-1.1,28.0,0.0,2000.0,-17.3,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,110,0
2017-12-05,353.0,15,-0.7,28.0,0.0,2000.0,-16.9,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,111,0
2017-12-05,435.0,16,-0.5,30.0,0.0,2000.0,-16.0,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,112,0
2017-12-05,529.0,17,-1.6,35.0,0.0,2000.0,-15.1,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,113,0
2017-12-05,789.0,18,-2.6,40.0,0.0,2000.0,-14.4,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,114,0
2017-12-05,597.0,19,-3.2,45.0,0.0,2000.0,-13.5,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,115,0
2017-12-05,418.0,20,-3.5,46.0,0.0,2000.0,-13.4,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,116,0
2017-12-05,415.0,21,-3.7,47.0,0.0,2000.0,-13.3,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,117,0
2017-12-05,393.0,22,-2.8,49.0,0.0,2000.0,-12.0,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,118,0
2017-12-05,244.0,23,-2.5,59.0,0.0,1210.0,-9.4,0.0,0.0,0.0,Winter,Workday,Func,2017,12,5,1,Weekday,Tuesday,Winter,Workday,Func,Weekday,119,0
2017-12-06,145.0,0,-2.8,77.0,0.0,331.0,-6.2,0.0,0.1,0.1,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,120,0
2017-12-06,144.0,1,-3.0,79.0,0.0,293.0,-6.1,0.0,0.0,0.3,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,121,0
2017-12-06,117.0,2,-3.0,79.0,0.0,1862.0,-6.1,0.0,0.0,0.4,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,122,0
2017-12-06,78.0,3,-3.2,78.0,0.0,1808.0,-6.4,0.0,0.2,0.4,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,123,0
2017-12-06,58.0,4,-3.4,75.0,0.0,1982.0,-7.2,0.0,0.0,0.4,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,124,0
2017-12-06,87.0,5,-3.6,76.0,0.0,1934.0,-7.2,0.0,0.0,0.4,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,125,0
2017-12-06,142.0,6,-3.7,76.0,0.0,1864.0,-7.3,0.0,0.0,0.4,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,126,0
2017-12-06,379.0,7,-4.2,77.0,0.0,1741.0,-7.6,0.0,0.0,0.3,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,127,0
2017-12-06,802.0,8,-4.2,78.0,0.0,1518.0,-7.4,0.01,0.0,0.2,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,128,0
2017-12-06,440.0,9,-3.3,70.0,0.0,1324.0,-7.9,0.25,0.0,0.2,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,129,0
2017-12-06,307.0,10,-0.9,64.0,0.0,1224.0,-6.8,0.63,0.0,0.2,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,130,0
2017-12-06,381.0,11,1.6,57.0,1.2,1261.0,-6.0,0.93,0.0,0.0,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,131,0
2017-12-06,405.0,12,2.4,52.0,0.9,1224.0,-6.4,1.08,0.0,0.0,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,132,0
2017-12-06,442.0,13,4.2,47.0,1.1,1469.0,-6.1,1.1,0.0,0.0,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,133,0
2017-12-06,416.0,14,5.5,34.0,1.0,1966.0,-9.1,0.96,0.0,0.0,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,134,0
2017-12-06,412.0,15,5.5,31.0,3.1,1968.0,-10.3,0.72,0.0,0.0,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,135,0
2017-12-06,496.0,16,5.3,37.0,2.9,2000.0,-8.2,0.36,0.0,0.0,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,136,0
2017-12-06,239.0,17,4.1,60.0,2.5,1565.0,-2.9,0.1,0.0,0.0,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,137,0
2017-12-06,204.0,18,1.7,90.0,1.0,66.0,0.2,0.0,0.3,0.3,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,138,0
2017-12-06,205.0,19,1.2,92.0,0.7,180.0,0.0,0.0,0.0,1.0,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,139,0
2017-12-06,190.0,20,1.2,94.0,0.6,228.0,0.3,0.0,0.0,1.0,Winter,Workday,Func,2017,12,6,2,Weekday,Wednesday,Winter,Workday,Func,Weekday,140,0
