Rented Bike Count,demand_lag_1h,demand_lag_24h,demand_lag_168h,demand_rolling_3h_mean,demand_rolling_24h_std,demand_rolling_24h_max,Temperature(°C),temp_squared,temp_x_hour,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,is_rush_hour,is_evening_rush,time_of_day_evening,Humidity(%),Visibility (10m),Solar Radiation (MJ/m2),is_comfortable_weather,has_precipitation,bad_weather,is_weekend,is_holiday,is_functioning,Season_Spring,Season_Summer,Season_Winter,target
261,395.0,321.0,339.0,520.6666666666666,188.8656450603392,795.0,-5.3,28.09,-53.0,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,0,44,1516,0.63,0,0,0,0,0,1,False,False,True,261
310,261.0,333.0,360.0,478.6666666666667,189.7945494857342,795.0,-3.7,13.69,-40.7,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,0,39,1595,0.93,0,0,0,0,0,1,False,False,True,310
355,310.0,431.0,449.0,322.0,189.97985686512348,795.0,-2.0,4.0,-24.0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,0,30,1728,1.14,0,0,0,0,0,1,False,False,True,355
354,355.0,394.0,451.0,308.6666666666667,189.3112181537075,795.0,-1.7,2.89,-22.1,-0.2588190451025208,-0.9659258262890684,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,0,28,1963,1.22,0,0,0,0,0,1,False,False,True,354
350,354.0,390.0,447.0,339.6666666666667,189.11092040755167,795.0,-1.3,1.6900000000000002,-18.2,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,0,27,1906,1.12,0,0,0,0,0,1,False,False,True,350
362,350.0,430.0,463.0,353.0,188.9318899973508,795.0,-0.8,0.6400000000000001,-12.0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,0,26,1977,0.87,0,0,0,0,0,1,False,False,True,362
401,362.0,471.0,484.0,355.3333333333333,188.18383992440928,795.0,-1.1,1.2100000000000002,-17.6,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,0,24,2000,0.56,0,0,0,0,0,1,False,False,True,401
500,401.0,552.0,555.0,371.0,186.7130975510328,795.0,-2.4,5.76,-40.8,-0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,1,1,0,30,2000,0.18,0,0,0,0,0,1,False,False,True,500
752,500.0,795.0,862.0,421.0,184.4823496132912,795.0,-3.1,9.61,-55.8,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,1,1,1,33,2000,0.0,0,0,0,0,0,1,False,False,True,752
477,752.0,507.0,600.0,551.0,180.04492193073236,780.0,-3.3,10.89,-62.7,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,1,1,1,35,2000,0.0,0,0,0,0,0,1,False,False,True,477
384,477.0,390.0,426.0,576.3333333333334,178.9358034020315,780.0,-3.3,10.89,-66.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,1,34,2000,0.0,0,0,0,0,0,1,False,False,True,384
336,384.0,402.0,405.0,537.6666666666666,178.86526384039936,780.0,-3.3,10.89,-69.3,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,1,35,2000,0.0,0,0,0,0,0,1,False,False,True,336
347,336.0,389.0,398.0,399.0,178.3531547971243,780.0,-3.4,11.56,-74.8,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,1,39,2000,0.0,0,0,0,0,0,1,False,False,True,347
275,347.0,259.0,323.0,355.6666666666667,178.01367802845212,780.0,-3.5,12.25,-80.5,-0.2588190451025215,0.965925826289068,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,1,43,2000,0.0,0,0,0,0,0,1,False,False,True,275
267,275.0,233.0,328.0,319.3333333333333,177.7503541650399,780.0,-3.5,12.25,-0.0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,0,48,1967,0.0,0,0,0,1,0,1,False,False,True,267
296,267.0,230.0,308.0,296.3333333333333,177.0389091762567,780.0,-4.1,16.81,-4.1,0.2588190451025207,0.9659258262890684,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,0,49,2000,0.0,0,0,0,1,0,1,False,False,True,296
237,296.0,131.0,262.0,279.3333333333333,175.82789674952707,780.0,-4.7,22.090000000000003,-9.4,0.4999999999999999,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,0,50,1983,0.0,0,0,0,1,0,1,False,False,True,237
169,237.0,99.0,167.0,266.6666666666667,171.66226953704398,780.0,-4.3,18.49,-12.9,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,0,47,1992,0.0,0,0,0,1,0,1,False,False,True,169
96,169.0,71.0,89.0,234.0,167.88496751895516,780.0,-4.3,18.49,-17.2,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,0,49,2000,0.0,0,0,0,1,0,1,False,False,True,96
56,96.0,84.0,79.0,167.33333333333334,166.1722467192106,780.0,-4.7,22.090000000000003,-23.5,0.9659258262890684,0.2588190451025207,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,0,49,1999,0.0,0,0,0,1,0,1,False,False,True,56
76,56.0,158.0,70.0,107.0,168.18661456501414,780.0,-5.1,26.01,-30.6,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,0,53,1975,0.0,0,0,0,1,0,1,False,False,True,76
127,76.0,387.0,146.0,76.0,172.9384943443391,780.0,-5.5,30.25,-38.5,0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,1,0,0,56,1950,0.0,0,0,0,1,0,1,False,False,True,127
222,127.0,780.0,219.0,86.33333333333333,178.1042633492765,780.0,-5.4,29.160000000000004,-43.2,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,1,0,0,56,1940,0.01,0,0,0,1,0,1,False,False,True,222
291,222.0,395.0,328.0,141.66666666666666,151.4819487500126,752.0,-4.7,22.090000000000003,-42.3,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,1,0,0,48,1784,0.23,0,0,0,1,0,1,False,False,True,291
273,291.0,261.0,334.0,213.33333333333331,150.38471799287683,752.0,-2.2,4.840000000000001,-22.0,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,0,42,1646,0.61,0,0,0,1,0,1,False,False,True,273
351,273.0,310.0,388.0,262.0,150.2547052483727,752.0,0.0,0.0,0.0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,0,45,1500,0.89,0,0,0,1,0,1,False,False,True,351
427,351.0,355.0,479.0,305.0,150.5502708664817,752.0,2.4,5.76,28.8,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,0,40,1809,1.05,0,0,0,1,0,1,False,False,True,427
431,427.0,354.0,606.0,350.3333333333333,152.2680464543185,752.0,3.9,15.21,50.7,-0.2588190451025208,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,0,36,1702,1.13,0,0,0,1,0,1,False,False,True,431
486,431.0,350.0,611.0,403.0,154.04906403621797,752.0,4.7,22.090000000000003,65.8,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,0,32,1948,1.06,0,0,0,1,0,1,False,False,True,486
569,486.0,362.0,589.0,448.0,157.9360022195746,752.0,5.2,27.040000000000003,78.0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,0,30,1963,0.84,0,0,0,1,0,1,False,False,True,569
546,569.0,401.0,618.0,495.3333333333333,165.8791903678743,752.0,4.4,19.360000000000003,70.4,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,0,33,1963,0.4,0,0,0,1,0,1,False,False,True,546
481,546.0,500.0,572.0,533.6666666666666,171.2484793119831,752.0,3.5,12.25,59.5,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,1,1,0,37,1963,0.1,0,0,0,1,0,1,False,False,True,481
384,481.0,752.0,489.0,532.0,170.48490094221071,752.0,2.5,6.25,45.0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,1,1,1,41,1974,0.0,0,0,0,1,0,1,False,False,True,384
275,384.0,477.0,385.0,470.3333333333333,145.85301316488247,569.0,1.5,2.25,28.5,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,1,1,1,48,1878,0.0,0,0,0,1,0,1,False,False,True,275
298,275.0,384.0,359.0,380.0,141.9855830607511,569.0,0.8,0.6400000000000001,16.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,1,51,1848,0.0,0,0,0,1,0,1,False,False,True,298
321,298.0,336.0,377.0,319.0,141.07742760523436,569.0,-0.1,0.01,-2.1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,1,55,1654,0.0,0,0,0,1,0,1,False,False,True,321
289,321.0,347.0,354.0,298.0,140.96653292819929,569.0,-0.5,0.25,-11.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,1,55,1655,0.0,0,0,0,1,0,1,False,False,True,289
265,289.0,275.0,366.0,302.6666666666667,140.69794323970785,569.0,-0.1,0.01,-2.3000000000000003,-0.2588190451025215,0.965925826289068,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0,0,0,1,54,1570,0.0,0,0,0,1,0,1,False,False,True,265
326,265.0,267.0,342.0,291.6666666666667,140.79550774083663,569.0,-0.2,0.04,-0.0,0.0,1.0,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,0,55,1629,0.0,0,0,0,1,0,1,False,False,True,326
280,326.0,296.0,227.0,293.3333333333333,140.68424919305818,569.0,-0.2,0.04,-0.2,0.2588190451025207,0.9659258262890684,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,0,54,1747,0.0,0,0,0,1,0,1,False,False,True,280
243,280.0,237.0,228.0,290.3333333333333,140.76087236304622,569.0,0.2,0.04,0.4,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,0,52,1726,0.0,0,0,0,1,0,1,False,False,True,243
169,243.0,169.0,117.0,283.0,140.6435261548691,569.0,0.3,0.09,0.8999999999999999,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,0,53,1748,0.0,0,0,0,1,0,1,False,False,True,169
71,169.0,96.0,76.0,230.66666666666663,140.6435261548691,569.0,0.4,0.16,1.6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,0,52,1816,0.0,0,0,0,1,0,1,False,False,True,71
13,71.0,56.0,32.0,161.0,142.32901641282942,569.0,0.3,0.09,1.5,0.9659258262890684,0.2588190451025207,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,0,74,178,0.0,0,1,1,1,0,1,False,False,True,13
9,13.0,76.0,13.0,84.33333333333333,145.79375446355616,569.0,-0.5,0.25,-3.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,0,90,91,0.0,0,1,1,1,0,1,False,False,True,9
20,9.0,127.0,22.0,31.0,150.8353490937448,569.0,-0.4,0.16,-2.8000000000000003,0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1,0,0,92,121,0.0,0,1,1,1,0,1,False,False,True,20
35,20.0,222.0,85.0,14.0,157.5355492432178,569.0,-0.2,0.04,-1.6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1,0,0,90,378,0.0,0,1,1,1,0,1,False,False,True,35
31,35.0,291.0,152.0,21.33333333333333,165.6334295093067,569.0,0.2,0.04,1.8,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1,0,0,90,305,0.0,0,1,1,1,0,1,False,False,True,31
19,31.0,273.0,200.0,28.666666666666668,173.57330970105878,569.0,0.5,0.25,5.0,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,0,91,143,0.0,0,1,1,1,0,1,False,False,True,19
58,19.0,351.0,273.0,28.33333333333333,181.25559961365133,569.0,0.9,0.81,9.9,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,0,92,137,0.03,0,1,1,1,0,1,False,False,True,58
119,58.0,427.0,333.0,36.0,184.9789451395143,569.0,2.3,5.289999999999999,27.6,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,0,88,245,0.28,0,1,1,1,0,1,False,False,True,119
182,119.0,431.0,495.0,65.33333333333333,182.97728931699965,569.0,3.3,10.89,42.9,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,0,87,230,0.54,0,1,1,1,0,1,False,False,True,182
235,182.0,486.0,563.0,119.66666666666669,178.6299257188412,569.0,4.2,17.64,58.8,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,0,85,325,0.65,0,1,1,1,0,1,False,False,True,235
180,235.0,569.0,621.0,178.66666666666666,170.05299685430512,569.0,6.7,44.89,100.5,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,0,63,715,0.35,0,1,1,1,0,1,False,False,True,180
214,180.0,546.0,598.0,199.0,152.83508565050417,546.0,5.4,29.160000000000004,86.4,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,0,71,622,0.2,0,1,1,1,0,1,False,False,True,214
226,214.0,481.0,545.0,209.66666666666663,134.24344504009017,481.0,3.6,12.96,61.2,-0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1,1,0,65,1061,0.03,0,1,1,1,0,1,False,False,True,226
210,226.0,384.0,443.0,206.66666666666663,119.32451793202416,384.0,2.0,4.0,36.0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1,1,1,61,2000,0.0,0,0,0,1,0,1,False,False,True,210
181,210.0,275.0,422.0,216.66666666666663,111.25046816380804,326.0,1.6,2.5600000000000005,30.4,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,1,1,1,53,2000,0.0,0,0,0,1,0,1,False,False,True,181
165,181.0,298.0,397.0,205.66666666666663,109.03805345588792,326.0,0.6,0.36,12.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,1,57,1954,0.0,0,0,0,1,0,1,False,False,True,165
167,165.0,321.0,385.0,185.33333333333331,105.37812350314115,326.0,0.0,0.0,0.0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,1,59,1862,0.0,0,0,0,1,0,1,False,False,True,167
152,167.0,289.0,350.0,171.0,99.74183160045877,326.0,-1.0,1.0,-22.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,1,56,2000,0.0,0,0,0,1,0,1,False,False,True,152
148,152.0,265.0,303.0,161.33333333333334,95.53886074809168,326.0,-1.4,1.96,-32.2,-0.2588190451025215,0.965925826289068,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,0,0,1,43,2000,0.0,0,0,0,1,0,1,False,False,True,148
125,148.0,326.0,285.0,155.66666666666666,92.27855396428195,326.0,-2.5,6.25,-0.0,0.0,1.0,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,0,39,2000,0.0,0,0,0,0,0,1,False,False,True,125
111,125.0,280.0,186.0,141.66666666666666,83.75845187722445,280.0,-3.4,11.56,-3.4,0.2588190451025207,0.9659258262890684,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,0,36,2000,0.0,0,0,0,0,0,1,False,False,True,111
67,111.0,243.0,112.0,128.0,77.98716681868592,243.0,-4.2,17.64,-8.4,0.4999999999999999,0.8660254037844387,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,0,35,2000,0.0,0,0,0,0,0,1,False,False,True,67
45,67.0,169.0,65.0,101.0,74.96452059358364,235.0,-4.7,22.090000000000003,-14.1,0.7071067811865476,0.7071067811865476,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,0,38,2000,0.0,0,0,0,0,0,1,False,False,True,45
44,45.0,71.0,41.0,74.33333333333333,75.79002984026421,235.0,-5.2,27.040000000000003,-20.8,0.8660254037844386,0.5000000000000001,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,0,35,2000,0.0,0,0,0,0,0,1,False,False,True,44
86,44.0,13.0,82.0,52.0,76.68153605017459,235.0,-5.6,31.36,-28.0,0.9659258262890684,0.2588190451025207,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,0,38,1974,0.0,0,0,0,0,0,1,False,False,True,86
136,86.0,9.0,200.0,58.333333333333336,73.86257068248995,235.0,-5.9,34.81,-35.400000000000006,1.0,6.123233995736766e-17,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,0,39,1979,0.0,0,0,0,0,0,1,False,False,True,136
325,136.0,20.0,498.0,88.66666666666667,70.18092560546863,235.0,-6.0,36.0,-42.0,0.9659258262890684,-0.2588190451025206,0.0,1.0,-2.4492935982947064e-16,1.0,1,0,0,39,1996,0.0,0,0,0,0,0,1,False,False,True,325
653,325.0,35.0,937.0,182.33333333333331,77.87968005338203,325.0,-6.0,36.0,-48.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,-2.4492935982947064e-16,1.0,1,0,0,38,1994,0.01,0,0,0,0,0,1,False,False,True,653
326,653.0,31.0,509.0,371.3333333333333,128.67715330472802,653.0,-5.9,34.81,-53.1,0.7071067811865476,-0.7071067811865475,0.0,1.0,-2.4492935982947064e-16,1.0,1,0,0,36,1941,0.1,0,0,0,0,0,1,False,False,True,326
212,326.0,19.0,311.0,434.6666666666667,129.74219141005696,653.0,-5.3,28.09,-53.0,0.4999999999999999,-0.8660254037844387,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,0,32,2000,0.62,0,0,0,0,0,1,False,False,True,212
226,212.0,58.0,379.0,397.0,125.6390548414349,653.0,-4.7,22.090000000000003,-51.7,0.258819045102521,-0.9659258262890682,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,0,36,2000,1.0,0,0,0,0,0,1,False,False,True,226
247,226.0,119.0,393.0,254.66666666666663,123.08656521420892,653.0,-5.2,27.040000000000003,-62.400000000000006,1.2246467991473532e-16,-1.0,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,0,33,1973,1.26,0,0,0,0,0,1,False,False,True,247
241,247.0,182.0,391.0,228.33333333333331,122.69597603928057,653.0,-5.4,29.160000000000004,-70.2,-0.2588190451025208,-0.9659258262890684,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,0,32,1986,1.24,0,0,0,0,0,1,False,False,True,241
253,241.0,235.0,338.0,238.0,123.0296005386325,653.0,-5.4,29.160000000000004,-75.60000000000001,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,0,31,1945,1.13,0,0,0,0,0,1,False,False,True,253
269,253.0,180.0,341.0,247.0,123.327418581242,653.0,-5.5,30.25,-82.5,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,0,33,2000,0.92,0,0,0,0,0,1,False,False,True,269
277,269.0,214.0,375.0,254.33333333333331,124.11389550719473,653.0,-6.0,36.0,-96.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,0,40,2000,0.55,0,0,0,0,0,1,False,False,True,277
361,277.0,226.0,515.0,266.3333333333333,125.05882673736936,653.0,-7.1,50.41,-120.7,-0.9659258262890684,-0.2588190451025206,0.0,1.0,-2.4492935982947064e-16,1.0,1,1,0,44,2000,0.18,0,0,0,0,0,1,False,False,True,361
557,361.0,210.0,807.0,302.3333333333333,129.070920567848,653.0,-7.9,62.41,-142.20000000000002,-1.0,-1.8369701987210294e-16,0.0,1.0,-2.4492935982947064e-16,1.0,1,1,1,43,2000,0.0,0,0,0,0,0,1,False,False,True,557
371,557.0,181.0,568.0,398.3333333333333,147.28437936793216,653.0,-8.6,73.96,-163.4,-0.9659258262890684,0.2588190451025203,0.0,1.0,-2.4492935982947064e-16,1.0,1,1,1,45,2000,0.0,0,0,0,0,0,1,False,False,True,371
254,371.0,165.0,398.0,429.6666666666667,149.95931815478872,653.0,-9.3,86.49000000000001,-186.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,1,49,2000,0.0,0,0,0,0,0,1,False,False,True,254
266,254.0,167.0,397.0,394.0,149.33387721497706,653.0,-9.7,94.09,-203.7,-0.7071067811865477,0.7071067811865474,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,1,51,2000,0.0,0,0,0,0,0,1,False,False,True,266
222,266.0,152.0,353.0,297.0,148.7243340419844,653.0,-10.2,104.04,-224.4,-0.5000000000000004,0.8660254037844384,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,1,50,2000,0.0,0,0,0,0,0,1,False,False,True,222
174,222.0,148.0,248.0,247.33333333333331,147.6125706520032,653.0,-10.7,114.48999999999998,-246.1,-0.2588190451025215,0.965925826289068,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,1,53,2000,0.0,0,0,0,0,0,1,False,False,True,174
133,174.0,125.0,216.0,220.66666666666663,146.98230200078223,653.0,-11.0,121.0,-0.0,0.0,1.0,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0,0,0,51,2000,0.0,0,0,0,0,0,1,False,False,True,133
127,133.0,111.0,198.0,176.33333333333334,146.7103031265294,653.0,-11.2,125.43999999999998,-11.2,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0,0,0,51,2000,0.0,0,0,0,0,0,1,False,False,True,127
95,127.0,67.0,124.0,144.66666666666666,146.1148049715837,653.0,-11.5,132.25,-23.0,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0,0,0,50,2000,0.0,0,0,0,0,0,1,False,False,True,95
54,95.0,45.0,62.0,118.33333333333331,144.73984658139472,653.0,-11.6,134.56,-34.8,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,0,0,0,50,1995,0.0,0,0,0,0,0,1,False,False,True,54
